,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_below7disorders,x_cv_past_year,x_ln_mx_conflict,x_ln_mx_war_10years,year_end,year_start
1627,79.0,75.0,,caribbean,m_all,,,female,-99.0,,0.0573367,0.0,0.0,0.0,0.0,1990.0,1990.0
1628,79.0,75.0,,latin_america_tropical,m_all,,,female,-99.0,,0.0521449,0.0,0.0,0.0,0.0,1990.0,1990.0
1629,79.0,75.0,,europe_central,m_all,,,female,-99.0,,0.063522,0.0,0.0,0.0,0.0,1990.0,1990.0
1630,79.0,75.0,,latin_america_central,m_all,,,female,-99.0,,0.0437073,0.0,0.0,0.0,0.0,1990.0,1990.0
1631,84.0,80.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1016874,0.0,0.0,0.0,0.0,1990.0,1990.0
1632,84.0,80.0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0691386,0.0,0.0,0.0,0.0,1990.0,1990.0
1633,84.0,80.0,,asia_east,m_all,,,female,-99.0,,0.1126235,0.0,0.0,0.0,0.0,1990.0,1990.0
1634,84.0,80.0,,asia_south,m_all,,,female,-99.0,,0.1131382,0.0,0.0,0.0,0.0,1990.0,1990.0
1635,84.0,80.0,,latin_america_tropical,m_all,,,female,-99.0,,0.0850993,0.0,0.0,0.0,0.0,1990.0,1990.0
1636,84.0,80.0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.1162611,0.0,0.0,0.0,0.0,1990.0,1990.0
1637,84.0,80.0,,latin_america_southern,m_all,,,female,-99.0,,0.0830436,0.0,0.0,0.0,0.0,1990.0,1990.0
1638,84.0,80.0,,caribbean,m_all,,,female,-99.0,,0.0856671,0.0,0.0,0.0,0.0,1990.0,1990.0
1639,84.0,80.0,,oceania,m_all,,,female,-99.0,,0.1582272,0.0,0.0,0.0,0.0,1990.0,1990.0
1640,84.0,80.0,,north_america_high_income,m_all,,,female,-99.0,,0.0638603,0.0,0.0,0.0,0.0,1990.0,1990.0
1641,84.0,80.0,,australasia,m_all,,,female,-99.0,,0.0693564,0.0,0.0,0.0,0.0,1990.0,1990.0
1642,84.0,80.0,,europe_central,m_all,,,female,-99.0,,0.1109763,0.0,0.0,0.0,0.0,1990.0,1990.0
1643,84.0,80.0,,asia_central,m_all,,,female,-99.0,,0.0953402,0.0,0.0,0.0,0.0,1990.0,1990.0
1644,84.0,80.0,,latin_america_andean,m_all,,,female,-99.0,,0.0818879,0.0,0.0,0.0,0.0,1990.0,1990.0
1645,84.0,80.0,,europe_western,m_all,,,female,-99.0,,0.0774148,0.0,0.0,0.0,0.0,1990.0,1990.0
1646,84.0,80.0,,latin_america_central,m_all,,,female,-99.0,,0.0704815,0.0,0.0,0.0,0.0,1990.0,1990.0
1647,84.0,80.0,,europe_eastern,m_all,,,female,-99.0,,0.1071313,0.0,0.0,0.0,0.0,1990.0,1990.0
1648,84.0,80.0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.113031,0.0,0.0,0.0,0.0,1990.0,1990.0
1649,84.0,80.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.1031628,0.0,0.0,0.0,0.0,1990.0,1990.0
1650,84.0,80.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.1012166,0.0,0.0,0.0,0.0,1990.0,1990.0
1651,89.0,85.0,,asia_central,m_all,,,female,-99.0,,0.1586564,0.0,0.0,0.0,0.0,1990.0,1990.0
1652,89.0,85.0,,europe_eastern,m_all,,,female,-99.0,,0.1721918,0.0,0.0,0.0,0.0,1990.0,1990.0
1653,89.0,85.0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.1232934,0.0,0.0,0.0,0.0,1990.0,1990.0
1654,89.0,85.0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.1828205,0.0,0.0,0.0,0.0,1990.0,1990.0
1655,89.0,85.0,,north_america_high_income,m_all,,,female,-99.0,,0.1178472,0.0,0.0,0.0,0.0,1990.0,1990.0
1656,89.0,85.0,,latin_america_southern,m_all,,,female,-99.0,,0.143116,0.0,0.0,0.0,0.0,1990.0,1990.0
1657,89.0,85.0,,asia_east,m_all,,,female,-99.0,,0.1786391,0.0,0.0,0.0,0.0,1990.0,1990.0
1658,89.0,85.0,,latin_america_andean,m_all,,,female,-99.0,,0.1387558,0.0,0.0,0.0,0.0,1990.0,1990.0
1659,89.0,85.0,,australasia,m_all,,,female,-99.0,,0.1251443,0.0,0.0,0.0,0.0,1990.0,1990.0
1660,89.0,85.0,,latin_america_tropical,m_all,,,female,-99.0,,0.1457198,0.0,0.0,0.0,0.0,1990.0,1990.0
1661,89.0,85.0,,oceania,m_all,,,female,-99.0,,0.2232805,0.0,0.0,0.0,0.0,1990.0,1990.0
1662,89.0,85.0,,latin_america_central,m_all,,,female,-99.0,,0.1262068,0.0,0.0,0.0,0.0,1990.0,1990.0
1663,89.0,85.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.167534,0.0,0.0,0.0,0.0,1990.0,1990.0
1664,89.0,85.0,,europe_western,m_all,,,female,-99.0,,0.1350013,0.0,0.0,0.0,0.0,1990.0,1990.0
1665,89.0,85.0,,caribbean,m_all,,,female,-99.0,,0.1407183,0.0,0.0,0.0,0.0,1990.0,1990.0
1666,89.0,85.0,,europe_central,m_all,,,female,-99.0,,0.176272,0.0,0.0,0.0,0.0,1990.0,1990.0
1667,89.0,85.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.1647275,0.0,0.0,0.0,0.0,1990.0,1990.0
1668,89.0,85.0,,asia_south,m_all,,,female,-99.0,,0.1792105,0.0,0.0,0.0,0.0,1990.0,1990.0
1669,89.0,85.0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.1784464,0.0,0.0,0.0,0.0,1990.0,1990.0
1670,89.0,85.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1653716,0.0,0.0,0.0,0.0,1990.0,1990.0
1671,94.0,90.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.2542191,0.0,0.0,0.0,0.0,1990.0,1990.0
1672,94.0,90.0,,asia_south,m_all,,,female,-99.0,,0.2690767,0.0,0.0,0.0,0.0,1990.0,1990.0
1673,94.0,90.0,,europe_eastern,m_all,,,female,-99.0,,0.2614969,0.0,0.0,0.0,0.0,1990.0,1990.0
1674,94.0,90.0,,europe_western,m_all,,,female,-99.0,,0.2219799,0.0,0.0,0.0,0.0,1990.0,1990.0
1675,94.0,90.0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.272319,0.0,0.0,0.0,0.0,1990.0,1990.0
1676,94.0,90.0,,latin_america_central,m_all,,,female,-99.0,,0.2125467,0.0,0.0,0.0,0.0,1990.0,1990.0
1677,94.0,90.0,,latin_america_tropical,m_all,,,female,-99.0,,0.234265,0.0,0.0,0.0,0.0,1990.0,1990.0
1678,94.0,90.0,,europe_central,m_all,,,female,-99.0,,0.2653683,0.0,0.0,0.0,0.0,1990.0,1990.0
1679,94.0,90.0,,asia_east,m_all,,,female,-99.0,,0.2680731,0.0,0.0,0.0,0.0,1990.0,1990.0
1680,94.0,90.0,,north_america_high_income,m_all,,,female,-99.0,,0.2039008,0.0,0.0,0.0,0.0,1990.0,1990.0
1681,94.0,90.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.2543147,0.0,0.0,0.0,0.0,1990.0,1990.0
1682,94.0,90.0,,asia_central,m_all,,,female,-99.0,,0.2480168,0.0,0.0,0.0,0.0,1990.0,1990.0
1683,94.0,90.0,,australasia,m_all,,,female,-99.0,,0.2120439,0.0,0.0,0.0,0.0,1990.0,1990.0
1684,94.0,90.0,,latin_america_southern,m_all,,,female,-99.0,,0.2321794,0.0,0.0,0.0,0.0,1990.0,1990.0
1685,94.0,90.0,,latin_america_andean,m_all,,,female,-99.0,,0.2233848,0.0,0.0,0.0,0.0,1990.0,1990.0
1686,94.0,90.0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.2092074,0.0,0.0,0.0,0.0,1990.0,1990.0
1687,94.0,90.0,,asia_southeast,m_all,,,female,-99.0,,0.238385,0.0,0.0,0.0,0.0,1990.0,1990.0
1688,94.0,90.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.2569523,0.0,0.0,0.0,0.0,1990.0,1990.0
1689,94.0,90.0,,oceania,m_all,,,female,-99.0,,0.314837,0.0,0.0,0.0,0.0,1990.0,1990.0
1690,94.0,90.0,,caribbean,m_all,,,female,-99.0,,0.2266324,0.0,0.0,0.0,0.0,1990.0,1990.0
1691,99.0,95.0,,asia_southeast,m_all,,,female,-99.0,,0.356336,0.0,0.0,0.0,0.0,1990.0,1990.0
1692,99.0,95.0,,asia_south,m_all,,,female,-99.0,,0.3870001,0.0,0.0,0.0,0.0,1990.0,1990.0
1693,99.0,95.0,,europe_eastern,m_all,,,female,-99.0,,0.3798426,0.0,0.0,0.0,0.0,1990.0,1990.0
1694,99.0,95.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.376121,0.0,0.0,0.0,0.0,1990.0,1990.0
1695,99.0,95.0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.330692,0.0,0.0,0.0,0.0,1990.0,1990.0
1696,99.0,95.0,,north_america_high_income,m_all,,,female,-99.0,,0.3263648,0.0,0.0,0.0,0.0,1990.0,1990.0
1697,99.0,95.0,,oceania,m_all,,,female,-99.0,,0.4253896,0.0,0.0,0.0,0.0,1990.0,1990.0
1698,99.0,95.0,,latin_america_central,m_all,,,female,-99.0,,0.3344493,0.0,0.0,0.0,0.0,1990.0,1990.0
1699,99.0,95.0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.389326,0.0,0.0,0.0,0.0,1990.0,1990.0
1700,99.0,95.0,,latin_america_tropical,m_all,,,female,-99.0,,0.3553182,0.0,0.0,0.0,0.0,1990.0,1990.0
1701,99.0,95.0,,europe_central,m_all,,,female,-99.0,,0.3833239,0.0,0.0,0.0,0.0,1990.0,1990.0
1702,99.0,95.0,,latin_america_southern,m_all,,,female,-99.0,,0.354957,0.0,0.0,0.0,0.0,1990.0,1990.0
1703,99.0,95.0,,caribbean,m_all,,,female,-99.0,,0.3433553,0.0,0.0,0.0,0.0,1990.0,1990.0
1704,99.0,95.0,,europe_western,m_all,,,female,-99.0,,0.3430077,0.0,0.0,0.0,0.0,1990.0,1990.0
1705,99.0,95.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.373463,0.0,0.0,0.0,0.0,1990.0,1990.0
1706,99.0,95.0,,asia_central,m_all,,,female,-99.0,,0.3678619,0.0,0.0,0.0,0.0,1990.0,1990.0
1707,99.0,95.0,,australasia,m_all,,,female,-99.0,,0.3342218,0.0,0.0,0.0,0.0,1990.0,1990.0
1708,99.0,95.0,,asia_east,m_all,,,female,-99.0,,0.38563,0.0,0.0,0.0,0.0,1990.0,1990.0
1709,99.0,95.0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.3842353,0.0,0.0,0.0,0.0,1990.0,1990.0
1710,99.0,95.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.3733823,0.0,0.0,0.0,0.0,1990.0,1990.0
1711,101.0,100.0,,europe_western,m_all,,,female,-99.0,,0.4998518,0.0,0.0,0.0,0.0,1990.0,1990.0
1712,101.0,100.0,,caribbean,m_all,,,female,-99.0,,0.4965297,0.0,0.0,0.0,0.0,1990.0,1990.0
1713,101.0,100.0,,europe_eastern,m_all,,,female,-99.0,,0.525009,0.0,0.0,0.0,0.0,1990.0,1990.0
1714,101.0,100.0,,asia_southeast,m_all,,,female,-99.0,,0.5079226,0.0,0.0,0.0,0.0,1990.0,1990.0
1715,101.0,100.0,,asia_south,m_all,,,female,-99.0,,0.5302415,0.0,0.0,0.0,0.0,1990.0,1990.0
1716,101.0,100.0,,australasia,m_all,,,female,-99.0,,0.4940214,0.0,0.0,0.0,0.0,1990.0,1990.0
1717,101.0,100.0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.5281538,0.0,0.0,0.0,0.0,1990.0,1990.0
1718,101.0,100.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.5207085,0.0,0.0,0.0,0.0,1990.0,1990.0
1719,101.0,100.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.5207602,0.0,0.0,0.0,0.0,1990.0,1990.0
1720,101.0,100.0,,north_america_high_income,m_all,,,female,-99.0,,0.4883876,0.0,0.0,0.0,0.0,1990.0,1990.0
1721,101.0,100.0,,europe_central,m_all,,,female,-99.0,,0.5269527,0.0,0.0,0.0,0.0,1990.0,1990.0
1722,101.0,100.0,,latin_america_southern,m_all,,,female,-99.0,,0.5100615,0.0,0.0,0.0,0.0,1990.0,1990.0
1723,101.0,100.0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.5313638,0.0,0.0,0.0,0.0,1990.0,1990.0
1724,101.0,100.0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.4910184,0.0,0.0,0.0,0.0,1990.0,1990.0
1725,101.0,100.0,,asia_central,m_all,,,female,-99.0,,0.5165669,0.0,0.0,0.0,0.0,1990.0,1990.0
1726,101.0,100.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.5228387,0.0,0.0,0.0,0.0,1990.0,1990.0
1727,101.0,100.0,,oceania,m_all,,,female,-99.0,,0.5525003,0.0,0.0,0.0,0.0,1990.0,1990.0
1728,101.0,100.0,,latin_america_central,m_all,,,female,-99.0,,0.4940264,0.0,0.0,0.0,0.0,1990.0,1990.0
1729,101.0,100.0,,latin_america_tropical,m_all,,,female,-99.0,,0.5086508,0.0,0.0,0.0,0.0,1990.0,1990.0
1730,101.0,100.0,,latin_america_andean,m_all,,,female,-99.0,,0.4933451,0.0,0.0,0.0,0.0,1990.0,1990.0
1731,0.0,0.0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0397942,0.0,0.0,0.0,0.0,2005.0,2005.0
1732,0.0,0.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.034749,0.0,0.0,0.0,0.0,2005.0,2005.0
1733,0.0,0.0,,asia_south,m_all,,,female,-99.0,,0.0623853,0.0,0.0,0.0,0.0,2005.0,2005.0
1734,0.0,0.0,,latin_america_tropical,m_all,,,female,-99.0,,0.0205738,0.0,0.0,0.0,0.0,2005.0,2005.0
1735,0.0,0.0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0028805,0.0,0.0,0.0,0.0,2005.0,2005.0
1736,0.0,0.0,,asia_southeast,m_all,,,female,-99.0,,0.024119,0.0,0.0,0.0,0.0,2005.0,2005.0
1737,0.0,0.0,,asia_central,m_all,,,female,-99.0,,0.0306946,0.0,0.0,0.0,0.0,2005.0,2005.0
1738,0.0,0.0,,caribbean,m_all,,,female,-99.0,,0.0318474,0.0,0.0,0.0,0.0,2005.0,2005.0
1739,0.0,0.0,,europe_central,m_all,,,female,-99.0,,0.0071395,0.0,0.0,0.0,0.0,2005.0,2005.0
1740,0.0,0.0,,asia_east,m_all,,,female,-99.0,,0.0155836,0.0,0.0,0.0,0.0,2005.0,2005.0
1741,0.0,0.0,,latin_america_central,m_all,,,female,-99.0,,0.0167513,0.0,0.0,0.0,0.0,2005.0,2005.0
1742,0.0,0.0,,latin_america_southern,m_all,,,female,-99.0,,0.0111064,0.0,0.0,0.0,0.0,2005.0,2005.0
1743,0.0,0.0,,australasia,m_all,,,female,-99.0,,0.0043738,0.0,0.0,0.0,0.0,2005.0,2005.0
1744,0.0,0.0,,europe_western,m_all,,,female,-99.0,,0.0036566,0.0,0.0,0.0,0.0,2005.0,2005.0
1745,0.0,0.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1013736,0.0,0.0,0.0,0.0,2005.0,2005.0
1746,0.0,0.0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0699623,0.0,0.0,0.0,0.0,2005.0,2005.0
1747,0.0,0.0,,europe_eastern,m_all,,,female,-99.0,,0.011175,0.0,0.0,0.0,0.0,2005.0,2005.0
1748,0.0,0.0,,north_america_high_income,m_all,,,female,-99.0,,0.0060696,0.0,0.0,0.0,0.0,2005.0,2005.0
1749,0.0,0.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0984358,0.0,0.0,0.0,0.0,2005.0,2005.0
1750,0.0,0.0,,latin_america_andean,m_all,,,female,-99.0,,0.0262469,0.0,0.0,0.0,0.0,2005.0,2005.0
1751,4.0,1.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.0027162,0.0,0.0,0.0,0.0,2005.0,2005.0
1752,4.0,1.0,,europe_central,m_all,,,female,-99.0,,0.0003612,0.0,0.0,0.0,0.0,2005.0,2005.0
1753,4.0,1.0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0089897,0.0,0.0,0.0,0.0,2005.0,2005.0
1754,4.0,1.0,,asia_southeast,m_all,,,female,-99.0,,0.0021528,0.0,0.0,0.0,0.0,2005.0,2005.0
1755,4.0,1.0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0002349,0.0,0.0,0.0,0.0,2005.0,2005.0
1756,4.0,1.0,,europe_western,m_all,,,female,-99.0,,0.0001858,0.0,0.0,0.0,0.0,2005.0,2005.0
1757,4.0,1.0,,latin_america_central,m_all,,,female,-99.0,,0.001255,0.0,0.0,0.0,0.0,2005.0,2005.0
1758,4.0,1.0,,latin_america_southern,m_all,,,female,-99.0,,0.0004715,0.0,0.0,0.0,0.0,2005.0,2005.0
1759,4.0,1.0,,asia_south,m_all,,,female,-99.0,,0.0041327,0.0,0.0,0.0,0.0,2005.0,2005.0
1760,4.0,1.0,,australasia,m_all,,,female,-99.0,,0.0002211,0.0,0.0,0.0,0.0,2005.0,2005.0
1761,4.0,1.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0120453,0.0,0.0,0.0,0.0,2005.0,2005.0
1762,4.0,1.0,,asia_east,m_all,,,female,-99.0,,0.0009847,0.0,0.0,0.0,0.0,2005.0,2005.0
1763,4.0,1.0,,europe_eastern,m_all,,,female,-99.0,,0.0007847,0.0,0.0,0.0,0.0,2005.0,2005.0
1764,4.0,1.0,,caribbean,m_all,,,female,-99.0,,0.0021167,0.0,0.0,0.0,0.0,2005.0,2005.0
1765,4.0,1.0,,latin_america_tropical,m_all,,,female,-99.0,,0.0005725,0.0,0.0,0.0,0.0,2005.0,2005.0
1766,4.0,1.0,,oceania,m_all,,,female,-99.0,,0.0032181,0.0,0.0,0.0,0.0,2005.0,2005.0
1767,4.0,1.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0138116,0.0,0.0,0.0,0.0,2005.0,2005.0
1768,4.0,1.0,,asia_central,m_all,,,female,-99.0,,0.0026421,0.0,0.0,0.0,0.0,2005.0,2005.0
1769,4.0,1.0,,north_america_high_income,m_all,,,female,-99.0,,0.0002623,0.0,0.0,0.0,0.0,2005.0,2005.0
1770,4.0,1.0,,latin_america_andean,m_all,,,female,-99.0,,0.0023151,0.0,0.0,0.0,0.0,2005.0,2005.0
1771,9.0,5.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0020592,0.0,0.0,0.0,0.0,2005.0,2005.0
1772,9.0,5.0,,north_america_high_income,m_all,,,female,-99.0,,0.0001262,0.0,0.0,0.0,0.0,2005.0,2005.0
1773,9.0,5.0,,oceania,m_all,,,female,-99.0,,0.0007522,0.0,0.0,0.0,0.0,2005.0,2005.0
1774,9.0,5.0,,europe_central,m_all,,,female,-99.0,,0.0001578,0.0,0.0,0.0,0.0,2005.0,2005.0
1775,9.0,5.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.0005329,0.0,0.0,0.0,0.0,2005.0,2005.0
1776,9.0,5.0,,latin_america_central,m_all,,,female,-99.0,,0.0002869,0.0,0.0,0.0,0.0,2005.0,2005.0
1777,9.0,5.0,,asia_east,m_all,,,female,-99.0,,0.0003055,0.0,0.0,0.0,0.0,2005.0,2005.0
1778,9.0,5.0,,latin_america_andean,m_all,,,female,-99.0,,0.0004986,0.0,0.0,0.0,0.0,2005.0,2005.0
1779,9.0,5.0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0012335,0.0,0.0,0.0,0.0,2005.0,2005.0
1780,9.0,5.0,,latin_america_tropical,m_all,,,female,-99.0,,0.0002473,0.0,0.0,0.0,0.0,2005.0,2005.0
1781,9.0,5.0,,asia_pacific_high_income,m_all,,,female,-99.0,,9.52e-05,0.0,0.0,0.0,0.0,2005.0,2005.0
1782,9.0,5.0,,europe_eastern,m_all,,,female,-99.0,,0.0003495,0.0,0.0,0.0,0.0,2005.0,2005.0
1783,9.0,5.0,,europe_western,m_all,,,female,-99.0,,9.32e-05,0.0,0.0,0.0,0.0,2005.0,2005.0
1784,9.0,5.0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0015344,0.0,0.0,0.0,0.0,2005.0,2005.0
1785,9.0,5.0,,australasia,m_all,,,female,-99.0,,9.48e-05,0.0,0.0,0.0,0.0,2005.0,2005.0
1786,9.0,5.0,,caribbean,m_all,,,female,-99.0,,0.0005093,0.0,0.0,0.0,0.0,2005.0,2005.0
1787,9.0,5.0,,asia_south,m_all,,,female,-99.0,,0.0013556,0.0,0.0,0.0,0.0,2005.0,2005.0
1788,9.0,5.0,,latin_america_southern,m_all,,,female,-99.0,,0.0001917,0.0,0.0,0.0,0.0,2005.0,2005.0
1789,9.0,5.0,,asia_central,m_all,,,female,-99.0,,0.0005779,0.0,0.0,0.0,0.0,2005.0,2005.0
1790,9.0,5.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0018447,0.0,0.0,0.0,0.0,2005.0,2005.0
1791,14.0,10.0,,asia_central,m_all,,,female,-99.0,,0.0005163,0.0,0.0,0.0,0.0,2005.0,2005.0
1792,14.0,10.0,,oceania,m_all,,,female,-99.0,,0.0008593,0.0,0.0,0.0,0.0,2005.0,2005.0
1793,14.0,10.0,,latin_america_andean,m_all,,,female,-99.0,,0.0003744,0.0,0.0,0.0,0.0,2005.0,2005.0
1794,14.0,10.0,,latin_america_tropical,m_all,,,female,-99.0,,0.0002721,0.0,0.0,0.0,0.0,2005.0,2005.0
1795,14.0,10.0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0012179,0.0,0.0,0.0,0.0,2005.0,2005.0
1796,14.0,10.0,,asia_pacific_high_income,m_all,,,female,-99.0,,9.14e-05,0.0,0.0,0.0,0.0,2005.0,2005.0
1797,14.0,10.0,,asia_southeast,m_all,,,female,-99.0,,0.0004368,0.0,0.0,0.0,0.0,2005.0,2005.0
1798,14.0,10.0,,europe_central,m_all,,,female,-99.0,,0.000164,0.0,0.0,0.0,0.0,2005.0,2005.0
1799,14.0,10.0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0008683,0.0,0.0,0.0,0.0,2005.0,2005.0
1800,14.0,10.0,,caribbean,m_all,,,female,-99.0,,0.0004589,0.0,0.0,0.0,0.0,2005.0,2005.0
1801,14.0,10.0,,north_america_high_income,m_all,,,female,-99.0,,0.0001427,0.0,0.0,0.0,0.0,2005.0,2005.0
1802,14.0,10.0,,asia_south,m_all,,,female,-99.0,,0.0009345,0.0,0.0,0.0,0.0,2005.0,2005.0
1803,14.0,10.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0012443,0.0,0.0,0.0,0.0,2005.0,2005.0
1804,14.0,10.0,,latin_america_central,m_all,,,female,-99.0,,0.0002961,0.0,0.0,0.0,0.0,2005.0,2005.0
1805,14.0,10.0,,latin_america_southern,m_all,,,female,-99.0,,0.0002111,0.0,0.0,0.0,0.0,2005.0,2005.0
1806,14.0,10.0,,australasia,m_all,,,female,-99.0,,9.42e-05,0.0,0.0,0.0,0.0,2005.0,2005.0
1807,14.0,10.0,,asia_east,m_all,,,female,-99.0,,0.0002524,0.0,0.0,0.0,0.0,2005.0,2005.0
1808,14.0,10.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.0004926,0.0,0.0,0.0,0.0,2005.0,2005.0
1809,14.0,10.0,,europe_eastern,m_all,,,female,-99.0,,0.0002847,0.0,0.0,0.0,0.0,2005.0,2005.0
1810,14.0,10.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0015215,0.0,0.0,0.0,0.0,2005.0,2005.0
1811,19.0,15.0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0023871,0.0,0.0,0.0,0.0,2005.0,2005.0
1812,19.0,15.0,,asia_east,m_all,,,female,-99.0,,0.0004246,0.0,0.0,0.0,0.0,2005.0,2005.0
1813,19.0,15.0,,north_africa_middle_east,m_all,,,female,-99.0,,0.0007311,0.0,0.0,0.0,0.0,2005.0,2005.0
1814,19.0,15.0,,asia_south,m_all,,,female,-99.0,,0.0015774,0.0,0.0,0.0,0.0,2005.0,2005.0
1815,19.0,15.0,,latin_america_tropical,m_all,,,female,-99.0,,0.0004708,0.0,0.0,0.0,0.0,2005.0,2005.0
1816,19.0,15.0,,latin_america_andean,m_all,,,female,-99.0,,0.0006013,0.0,0.0,0.0,0.0,2005.0,2005.0
1817,19.0,15.0,,asia_southeast,m_all,,,female,-99.0,,0.0007312,0.0,0.0,0.0,0.0,2005.0,2005.0
1818,19.0,15.0,,europe_central,m_all,,,female,-99.0,,0.0002821,0.0,0.0,0.0,0.0,2005.0,2005.0
1819,19.0,15.0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0019725,0.0,0.0,0.0,0.0,2005.0,2005.0
1820,19.0,15.0,,asia_central,m_all,,,female,-99.0,,0.0008955,0.0,0.0,0.0,0.0,2005.0,2005.0
1821,19.0,15.0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0026306,0.0,0.0,0.0,0.0,2005.0,2005.0
1822,19.0,15.0,,australasia,m_all,,,female,-99.0,,0.0002777,0.0,0.0,0.0,0.0,2005.0,2005.0
1823,19.0,15.0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0001976,0.0,0.0,0.0,0.0,2005.0,2005.0
1824,19.0,15.0,,caribbean,m_all,,,female,-99.0,,0.0008074,0.0,0.0,0.0,0.0,2005.0,2005.0
1825,19.0,15.0,,north_america_high_income,m_all,,,female,-99.0,,0.0003769,0.0,0.0,0.0,0.0,2005.0,2005.0
1826,19.0,15.0,,europe_western,m_all,,,female,-99.0,,0.0002141,0.0,0.0,0.0,0.0,2005.0,2005.0
1827,19.0,15.0,,latin_america_central,m_all,,,female,-99.0,,0.000543,0.0,0.0,0.0,0.0,2005.0,2005.0
