,area,pop,sex,x_cv_below7disorders,x_cv_past_year,x_ln_mx_conflict,x_ln_mx_war_10years,year
273,HTI,4720.6569298,female,0.0,0.0,-1.9444212413604232,-2.075105244358332,2005.0
274,HTI,4957.502266800001,male,0.0,0.0,-4.029621537411595,-2.066014164901096,2010.0
275,HTI,5039.711622999999,female,0.0,0.0,-4.029621537411595,-2.066014164901096,2010.0
276,JAM,1169.8807102,male,0.0,0.0,-2.219939896267419,-2.3183413885225557,1990.0
277,JAM,1207.942542799999,female,0.0,0.0,-2.219939896267419,-2.3183413885225557,1990.0
278,JAM,1329.0842403999993,male,0.0,0.0,-4.029621537411595,-1.8951582756126404,2005.0
279,JAM,1367.0252886,female,0.0,0.0,-4.029621537411595,-1.8951582756126404,2005.0
280,JAM,1352.9291693999999,male,0.0,0.0,-4.029621537411595,-2.0092446869765315,2010.0
281,JAM,1396.2651736999997,female,0.0,0.0,-4.029621537411595,-2.0092446869765315,2010.0
282,LCA,68.39187140000001,male,0.0,0.0,,-4.250428027039955,1990.0
283,LCA,71.12952299999999,female,0.0,0.0,,-4.250428027039955,1990.0
284,LCA,80.75267760000001,male,0.0,0.0,,,2005.0
285,LCA,84.76161439999993,female,0.0,0.0,,,2005.0
286,LCA,84.6807086,male,0.0,0.0,-4.029621537411595,-4.250428027039955,2010.0
287,LCA,89.28787609999999,female,0.0,0.0,-4.029621537411595,-4.250428027039955,2010.0
288,SUR,207.01955379999998,male,0.0,0.0,-1.8688336939530121,-1.5727534281896183,1990.0
289,SUR,200.38684519999998,female,0.0,0.0,-1.8688336939530121,-1.5727534281896183,1990.0
290,SUR,249.69583680000002,male,0.0,0.0,,,2005.0
291,SUR,246.60449470000006,female,0.0,0.0,,,2005.0
292,SUR,262.95276440000015,male,0.0,0.0,,-4.250428027039955,2010.0
293,SUR,261.4300829000001,female,0.0,0.0,,-4.250428027039955,2010.0
294,TTO,597.7354186999995,male,0.0,0.0,-1.649006987728839,-2.0562097343185655,1990.0
295,TTO,618.2600805000004,female,0.0,0.0,-1.649006987728839,-2.0562097343185655,1990.0
296,TTO,639.7332661000002,male,0.0,0.0,,-2.308354472768438,2005.0
297,TTO,676.7463143999998,female,0.0,0.0,,-2.308354472768438,2005.0
298,TTO,650.4491822000002,male,0.0,0.0,,-2.3603959257927976,2010.0
299,TTO,691.6781147999999,female,0.0,0.0,,-2.3603959257927976,2010.0
300,VCT,53.313508399999996,male,0.0,0.0,,-1.7461508382314472,1990.0
301,VCT,53.87220059999997,female,0.0,0.0,,-1.7461508382314472,1990.0
302,VCT,55.072670699999996,male,0.0,0.0,,-4.250428027039955,2005.0
303,VCT,53.9959685,female,0.0,0.0,,-4.250428027039955,2005.0
304,VCT,55.24201879999996,male,0.0,0.0,,-4.250428027039955,2010.0
305,VCT,54.169763499999995,female,0.0,0.0,,-4.250428027039955,2010.0
306,ALB,1681.2984574999996,male,0.0,0.0,,-4.250428027039955,1990.0
307,ALB,1599.8353961999999,female,0.0,0.0,,-4.250428027039955,1990.0
308,ALB,1569.7508269999998,male,0.0,0.0,-4.029621537411595,-2.2560475867672243,2005.0
309,ALB,1574.128739299999,female,0.0,0.0,-4.029621537411595,-2.2560475867672243,2005.0
310,ALB,1601.4134204999993,male,0.0,0.0,,-2.309001465649519,2010.0
311,ALB,1598.7973459,female,0.0,0.0,,-2.309001465649519,2010.0
312,BGR,4347.983302900001,male,0.0,0.0,-4.029621537411595,-2.4400589979709872,1990.0
313,BGR,4470.197119000003,female,0.0,0.0,-4.029621537411595,-2.4400589979709872,1990.0
314,BGR,3757.3947399999993,male,0.0,0.0,-4.029621537411595,-4.250428027039955,2005.0
315,BGR,3986.441719900001,female,0.0,0.0,-4.029621537411595,-4.250428027039955,2005.0
316,BGR,3652.1488476999994,male,0.0,0.0,-2.47908596755995,-2.886351369428218,2010.0
317,BGR,3900.1818236999998,female,0.0,0.0,-2.47908596755995,-2.886351369428218,2010.0
318,BIH,2130.5352242,male,0.0,0.0,,,1990.0
319,BIH,2175.5996581999993,female,0.0,0.0,,,1990.0
320,BIH,1819.6530607000009,male,0.0,0.0,-4.029621537411595,-4.250428027039955,2005.0
321,BIH,1963.5012175000004,female,0.0,0.0,-4.029621537411595,-4.250428027039955,2005.0
322,BIH,1807.9981807999995,male,0.0,0.0,-4.029621537411595,-4.250428027039955,2010.0
323,BIH,1953.1612770999993,female,0.0,0.0,-4.029621537411595,-4.250428027039955,2010.0
324,CZE,5005.679636999998,male,0.0,0.0,,-2.5557545967570525,1990.0
325,CZE,5305.383909700002,female,0.0,0.0,,-2.5557545967570525,1990.0
326,CZE,4986.865603599998,male,0.0,0.0,-4.029621537411595,-2.938658255429433,2005.0
327,CZE,5239.715842899999,female,0.0,0.0,-4.029621537411595,-2.938658255429433,2005.0
328,CZE,5143.303156599996,male,0.0,0.0,-4.029621537411595,-2.9875311022926034,2010.0
329,CZE,5334.411258600002,female,0.0,0.0,-4.029621537411595,-2.9875311022926034,2010.0
330,HRV,2184.702843300001,male,0.0,0.0,,,1990.0
331,HRV,2330.2113913999992,female,0.0,0.0,,,1990.0
332,HRV,2139.0673232999998,male,0.0,0.0,-2.1320689792126544,-1.9775420358035785,2005.0
333,HRV,2304.0682236,female,0.0,0.0,-2.1320689792126544,-1.9775420358035785,2005.0
334,HRV,2119.0165088000012,male,0.0,0.0,-2.167157580599656,-2.2686058844846104,2010.0
335,HRV,2282.8407333,female,0.0,0.0,-2.167157580599656,-2.2686058844846104,2010.0
336,HUN,4988.029656900003,male,0.0,0.0,-2.5370741671627646,-2.725515575015987,1990.0
337,HUN,5396.026132899997,female,0.0,0.0,-2.5370741671627646,-2.725515575015987,1990.0
338,HUN,4787.336793699998,male,0.0,0.0,-2.326369553634448,-2.6283339263654604,2005.0
339,HUN,5296.388901099999,female,0.0,0.0,-2.326369553634448,-2.6283339263654604,2005.0
340,HUN,4744.332757,male,0.0,0.0,-4.029621537411595,-2.538650759311048,2010.0
341,HUN,5244.3047144,female,0.0,0.0,-4.029621537411595,-2.538650759311048,2010.0
342,MKD,959.1361510000003,male,0.0,0.0,,,1990.0
343,MKD,950.5724861000001,female,0.0,0.0,,,1990.0
344,MKD,1021.8208432000001,male,0.0,0.0,-4.029621537411595,-1.825365992261195,2005.0
345,MKD,1017.6422182000002,female,0.0,0.0,-4.029621537411595,-1.825365992261195,2005.0
346,MKD,1032.2450511,male,0.0,0.0,,-1.8971158438169353,2010.0
347,MKD,1028.5691220000003,female,0.0,0.0,,-1.8971158438169353,2010.0
348,MNE,290.45008179999996,male,0.0,0.0,,,1990.0
349,MNE,294.08454399999994,female,0.0,0.0,,,1990.0
350,MNE,307.7972328999999,male,0.0,0.0,,-2.1655681207822512,2005.0
351,MNE,319.5960965999999,female,0.0,0.0,,-2.1655681207822512,2005.0
352,MNE,309.9442513,male,0.0,0.0,,-2.1918293959297044,2010.0
353,MNE,321.71548399999995,female,0.0,0.0,,-2.1918293959297044,2010.0
354,POL,18598.267444900008,male,0.0,0.0,-2.3489388691836868,-2.451057876949358,1990.0
355,POL,19558.092166100014,female,0.0,0.0,-2.3489388691836868,-2.451057876949358,1990.0
356,POL,18476.492584999993,male,0.0,0.0,-2.543270899097538,-2.7188797505946454,2005.0
357,POL,19714.69801100001,female,0.0,0.0,-2.543270899097538,-2.7188797505946454,2005.0
358,POL,18411.878483099998,male,0.0,0.0,-2.6314091878347683,-2.688371547817535,2010.0
359,POL,19732.424315000007,female,0.0,0.0,-2.6314091878347683,-2.688371547817535,2010.0
360,ROU,11401.982921199995,male,0.0,0.0,-2.146318317113427,-2.043651436601179,1990.0
361,ROU,11702.307041900005,female,0.0,0.0,-2.146318317113427,-2.043651436601179,1990.0
362,ROU,10606.434227000002,male,0.0,0.0,-2.5430664383991823,-2.314741453773978,2005.0
363,ROU,11179.183173600002,female,0.0,0.0,-2.5430664383991823,-2.314741453773978,2005.0
364,ROU,10431.214823500002,male,0.0,0.0,-2.637244181610913,-2.6884379060617487,2010.0
365,ROU,11059.880828300003,female,0.0,0.0,-2.637244181610913,-2.6884379060617487,2010.0
366,SRB,4761.938921199999,male,0.0,0.0,,,1990.0
367,SRB,4821.5177757,female,0.0,0.0,,,1990.0
368,SRB,4881.000518200005,male,0.0,0.0,-2.2798154253935135,-1.6566883123390452,2005.0
369,SRB,4988.009830899999,female,0.0,0.0,-2.2798154253935135,-1.6566883123390452,2005.0
370,SRB,4881.6051083,male,0.0,0.0,-2.302557746149052,-2.280699674492504,2010.0
371,SRB,4981.8737598,female,0.0,0.0,-2.302557746149052,-2.280699674492504,2010.0
372,SVK,2577.1090582999977,male,0.0,0.0,,,1990.0
373,SVK,2698.6690925999983,female,0.0,0.0,,,1990.0
374,SVK,2615.3828250999995,male,0.0,0.0,-4.029621537411595,-2.8581988843206836,2005.0
375,SVK,2773.905207499999,female,0.0,0.0,-4.029621537411595,-2.8581988843206836,2005.0
376,SVK,2631.7317601999985,male,0.0,0.0,-4.029621537411595,-2.7038661978413647,2010.0
377,SVK,2785.2121939999993,female,0.0,0.0,-4.029621537411595,-2.7038661978413647,2010.0
378,SVN,966.2438111999999,male,0.0,0.0,,-2.391667248378363,1990.0
379,SVN,1026.0027711999994,female,0.0,0.0,,-2.391667248378363,1990.0
380,SVN,979.0545317,male,0.0,0.0,,-2.4838554391518315,2005.0
381,SVN,1021.1342414,female,0.0,0.0,,-2.4838554391518315,2005.0
382,SVN,1007.6510933000003,male,0.0,0.0,,-4.250428027039955,2010.0
383,SVN,1029.1066341999997,female,0.0,0.0,,-4.250428027039955,2010.0
384,BLR,4767.5504363,male,0.0,0.0,-1.9851718313172686,-2.1642409558979825,1990.0
385,BLR,5396.2225468,female,0.0,0.0,-1.9851718313172686,-2.1642409558979825,1990.0
386,BLR,4576.479980100003,male,0.0,0.0,,-1.8360164904574456,2005.0
387,BLR,5213.332895399999,female,0.0,0.0,,-1.8360164904574456,2005.0
388,BLR,4473.3368948,male,0.0,0.0,,-1.830210144088773,2010.0
389,BLR,5133.204454199999,female,0.0,0.0,,-1.830210144088773,2010.0
390,EST,731.0651067000003,male,0.0,0.0,-2.1407192395276917,-2.28078262229777,1990.0
391,EST,831.982449,female,0.0,0.0,-2.1407192395276917,-2.28078262229777,1990.0
392,EST,620.3370318999996,male,0.0,0.0,,,2005.0
393,EST,726.7343138000001,female,0.0,0.0,,,2005.0
394,EST,617.2595545000001,male,0.0,0.0,-2.199399459955708,-2.2054826046766127,2010.0
395,EST,722.6876510000001,female,0.0,0.0,-2.199399459955708,-2.2054826046766127,2010.0
396,LTU,1744.7374347000004,male,0.0,0.0,-1.9437921315193303,-2.094033933520205,1990.0
397,LTU,1942.0818643000002,female,0.0,0.0,-1.9437921315193303,-2.094033933520205,1990.0
398,LTU,1595.527470499999,male,0.0,0.0,,-2.6090734459825207,2005.0
399,LTU,1824.7198434000006,female,0.0,0.0,,-2.6090734459825207,2005.0
400,LTU,1551.8293374999998,male,0.0,0.0,-4.029621537411595,-2.5320481140118143,2010.0
401,LTU,1785.1547220000004,female,0.0,0.0,-4.029621537411595,-2.5320481140118143,2010.0
402,LVA,1230.981859,male,0.0,0.0,-1.8354908723750454,-2.035505962123985,1990.0
403,LVA,1418.4803548,female,0.0,0.0,-1.8354908723750454,-2.035505962123985,1990.0
404,LVA,1059.6371414000005,male,0.0,0.0,,-2.5406912753206106,2005.0
405,LVA,1240.2470742999997,female,0.0,0.0,,-2.5406912753206106,2005.0
406,LVA,1038.2697809000003,male,0.0,0.0,,-2.3470745082669575,2010.0
407,LVA,1211.0383748,female,0.0,0.0,,-2.3470745082669575,2010.0
408,MDA,2081.6930177999993,male,0.0,0.0,-1.8730172743962854,-2.0814590462417644,1990.0
409,MDA,2283.8747993000015,female,0.0,0.0,-1.8730172743962854,-2.0814590462417644,1990.0
410,MDA,1811.2541133,male,0.0,0.0,,-2.628897971441275,2005.0
411,MDA,1993.1668185,female,0.0,0.0,,-2.628897971441275,2005.0
412,MDA,1697.9678166000008,male,0.0,0.0,-4.029621537411595,-4.250428027039955,2010.0
413,MDA,1880.2696216000004,female,0.0,0.0,-4.029621537411595,-4.250428027039955,2010.0
414,RUS,69073.1422306,male,0.0,0.0,-1.8252049264731625,-1.976563251701431,1990.0
415,RUS,78442.17402100001,female,0.0,0.0,-1.8252049264731625,-1.976563251701431,1990.0
416,RUS,66405.21086449995,male,0.0,0.0,-1.9306280080944427,-1.8183486079356288,2005.0
417,RUS,76772.44298799997,female,0.0,0.0,-1.9306280080944427,-1.8183486079356288,2005.0
418,RUS,65344.42281209999,male,0.0,0.0,-1.9822779260482384,-2.042274503033751,2010.0
419,RUS,76049.33767200002,female,0.0,0.0,-1.9822779260482384,-2.042274503033751,2010.0
420,UKR,23832.618518000003,male,0.0,0.0,-1.8899875123597885,-2.040698494733683,1990.0
421,UKR,27708.086943000002,female,0.0,0.0,-1.8899875123597885,-2.040698494733683,1990.0
422,UKR,21687.209329299996,male,0.0,0.0,,-1.8140021429396498,2005.0
423,UKR,25282.836482,female,0.0,0.0,,-1.8140021429396498,2005.0
424,UKR,21011.845383900003,male,0.0,0.0,-4.029621537411595,-1.9052447287330776,2010.0
425,UKR,24619.562194,female,0.0,0.0,-4.029621537411595,-1.9052447287330776,2010.0
426,AND,25.502549999999996,male,0.0,0.0,,,1990.0
427,AND,26.897986499999995,female,0.0,0.0,,,1990.0
428,AND,36.72174860000002,male,0.0,0.0,,,2005.0
429,AND,38.36052160000001,female,0.0,0.0,,,2005.0
430,AND,40.95439539999999,male,0.0,0.0,,,2010.0
431,AND,42.5630528,female,0.0,0.0,,,2010.0
432,AUT,3670.2868610000005,male,0.0,0.0,-4.029621537411595,-2.7699755986389656,1990.0
433,AUT,3998.699499000002,female,0.0,0.0,-4.029621537411595,-2.7699755986389656,1990.0
434,AUT,3997.7799469999995,male,0.0,0.0,-4.029621537411595,-4.250428027039955,2005.0
435,AUT,4228.472641900001,female,0.0,0.0,-4.029621537411595,-4.250428027039955,2005.0
436,AUT,4066.293551800001,male,0.0,0.0,-2.4786770461632397,-2.8799146197395196,2010.0
437,AUT,4276.4176063,female,0.0,0.0,-2.4786770461632397,-2.8799146197395196,2010.0
438,BEL,4856.817204699999,male,0.0,0.0,-2.0034946554391233,-2.2945519579720512,1990.0
439,BEL,5082.453950699999,female,0.0,0.0,-2.0034946554391233,-2.2945519579720512,1990.0
440,BEL,5125.232600099999,male,0.0,0.0,-2.2882769527562243,-2.5342877047540173,2005.0
441,BEL,5348.281096200002,female,0.0,0.0,-2.2882769527562243,-2.5342877047540173,2005.0
442,BEL,5291.4723853000005,male,0.0,0.0,-4.029621537411595,-2.5999160082810717,2010.0
443,BEL,5504.086683000003,female,0.0,0.0,-4.029621537411595,-2.5999160082810717,2010.0
444,CHE,3276.5071006999997,male,0.0,0.0,-4.029621537411595,-4.250428027039955,1990.0
445,CHE,3435.839017,female,0.0,0.0,-4.029621537411595,-4.250428027039955,1990.0
446,CHE,3642.0042390999997,male,0.0,0.0,-4.029621537411595,-4.250428027039955,2005.0
447,CHE,3799.1386799000015,female,0.0,0.0,-4.029621537411595,-4.250428027039955,2005.0
448,CHE,3731.191370400001,male,0.0,0.0,,-4.250428027039955,2010.0
449,CHE,3866.379656000002,female,0.0,0.0,,-4.250428027039955,2010.0
450,CYP,317.8578725000001,male,0.0,0.0,,,1990.0
451,CYP,326.08491889999993,female,0.0,0.0,,,1990.0
452,CYP,364.3843671000005,male,0.0,0.0,,,2005.0
453,CYP,374.78931260000013,female,0.0,0.0,,,2005.0
454,CYP,374.01980999999995,male,0.0,0.0,,-2.2503407777648716,2010.0
455,CYP,384.6014814000002,female,0.0,0.0,,-2.2503407777648716,2010.0
456,DEU,38029.59132300001,male,0.0,0.0,-2.199887020082557,-2.377317278067215,1990.0
457,DEU,40939.786403,female,0.0,0.0,-2.199887020082557,-2.377317278067215,1990.0
458,DEU,40396.458339999976,male,0.0,0.0,-2.4050082837711635,-2.5506947806357805,2005.0
459,DEU,42181.89008100003,female,0.0,0.0,-2.4050082837711635,-2.5506947806357805,2005.0
460,DEU,40341.099811,male,0.0,0.0,-2.3611750555929607,-2.5357144070046056,2010.0
461,DEU,41951.93919999999,female,0.0,0.0,-2.3611750555929607,-2.5357144070046056,2010.0
462,DNK,2531.2308484999994,male,0.0,0.0,-4.029621537411595,-4.250428027039955,1990.0
463,DNK,2605.6963592000006,female,0.0,0.0,-4.029621537411595,-4.250428027039955,1990.0
464,DNK,2680.5245291,male,0.0,0.0,-2.327706412046775,-2.508822728537124,2005.0
465,DNK,2735.8876313000014,female,0.0,0.0,-2.327706412046775,-2.508822728537124,2005.0
466,DNK,2733.817138600001,male,0.0,0.0,,-2.5022034936768383,2010.0
467,DNK,2776.5813759000002,female,0.0,0.0,,-2.5022034936768383,2010.0
468,ESP,19057.590389799996,male,0.0,0.0,-4.029621537411595,-2.488815717906783,1990.0
469,ESP,19857.317459,female,0.0,0.0,-4.029621537411595,-2.488815717906783,1990.0
470,ESP,21332.388594,male,0.0,0.0,-2.4180465852278323,-2.3344332627443043,2005.0
471,ESP,21993.642863999994,female,0.0,0.0,-2.4180465852278323,-2.3344332627443043,2005.0
472,ESP,21964.404744000003,male,0.0,0.0,-2.4319656404620305,-2.3485841583228133,2010.0
473,ESP,22593.859272000012,female,0.0,0.0,-2.4319656404620305,-2.3485841583228133,2010.0
474,FIN,2421.5237950999986,male,0.0,0.0,-2.202419187192959,-2.352847675513525,1990.0
475,FIN,2568.7592179999992,female,0.0,0.0,-2.202419187192959,-2.352847675513525,1990.0
476,FIN,2567.997917799998,male,0.0,0.0,-2.2578594919393433,-2.4047895911715638,2005.0
477,FIN,2679.6186669999997,female,0.0,0.0,-2.2578594919393433,-2.4047895911715638,2005.0
478,FIN,2623.6003021,male,0.0,0.0,-2.4184869621165976,-2.418475979040579,2010.0
479,FIN,2724.711373799999,female,0.0,0.0,-2.4184869621165976,-2.418475979040579,2010.0
480,FRA,27606.894548399992,male,0.0,0.0,-2.53147508957703,-2.4341033455528356,1990.0
481,FRA,29111.277198999993,female,0.0,0.0,-2.53147508957703,-2.4341033455528356,1990.0
482,FRA,29643.57714100001,male,0.0,0.0,-2.3070716092588994,-2.464478831841519,2005.0
483,FRA,31353.208371999994,female,0.0,0.0,-2.3070716092588994,-2.464478831841519,2005.0
484,FRA,30529.32564599999,male,0.0,0.0,-4.029621537411595,-2.4284794843557482,2010.0
485,FRA,32219.390910000002,female,0.0,0.0,-4.029621537411595,-2.4284794843557482,2010.0
486,GBR,27809.020156800012,male,0.0,0.0,-2.229172083185469,-2.240337272449702,1990.0
487,GBR,29410.525214999994,female,0.0,0.0,-2.229172083185469,-2.240337272449702,1990.0
488,GBR,29479.533905,male,0.0,0.0,-2.411755486816895,-2.3684584524647265,2005.0
489,GBR,30723.67105899998,female,0.0,0.0,-2.411755486816895,-2.3684584524647265,2005.0
490,GBR,30457.11332000002,male,0.0,0.0,-2.3801427173019354,-2.5072467202370574,2010.0
491,GBR,31464.457282000018,female,0.0,0.0,-2.3801427173019354,-2.5072467202370574,2010.0
492,GRC,5004.081949999998,male,0.0,0.0,-2.47908596755995,-2.293739069480437,1990.0
493,GRC,5149.9553138,female,0.0,0.0,-2.47908596755995,-2.293739069480437,1990.0
494,GRC,5524.3185345,male,0.0,0.0,,-2.7727294657738217,2005.0
495,GRC,5661.583099799997,female,0.0,0.0,,-2.7727294657738217,2005.0
496,GRC,5613.8871403,male,0.0,0.0,-4.029621537411595,-2.3965445793280487,2010.0
497,GRC,5734.209161099998,female,0.0,0.0,-4.029621537411595,-2.3965445793280487,2010.0
498,IRL,1755.1105204000005,male,0.0,0.0,-4.029621537411595,-2.7208041396768365,1990.0
499,IRL,1770.8065596999998,female,0.0,0.0,-4.029621537411595,-2.7208041396768365,1990.0
500,IRL,2081.8715946,male,0.0,0.0,,-2.731736660410992,2005.0
501,IRL,2086.3339702000007,female,0.0,0.0,,-2.731736660410992,2005.0
502,IRL,2237.2108467,male,0.0,0.0,,-2.316566305489847,2010.0
503,IRL,2260.3970911,female,0.0,0.0,,-2.316566305489847,2010.0
504,ISL,127.962877,male,0.0,0.0,,-4.250428027039955,1990.0
505,ISL,127.01492119999999,female,0.0,0.0,,-4.250428027039955,1990.0
506,ISL,149.15707070000005,male,0.0,0.0,,,2005.0
507,ISL,147.4535498999999,female,0.0,0.0,,,2005.0
508,ISL,163.4152572,male,0.0,0.0,,,2010.0
509,ISL,158.17042590000008,female,0.0,0.0,,,2010.0
510,ISR,2327.853881200001,male,0.0,0.0,-1.7451349714479594,-1.632582021172422,1990.0
511,ISR,2351.2367807999985,female,0.0,0.0,-1.7451349714479594,-1.632582021172422,1990.0
512,ISR,3427.1304069000007,male,0.0,0.0,-1.6643887233435803,-1.6768230625894958,2005.0
513,ISR,3513.7876582000004,female,0.0,0.0,-1.6643887233435803,-1.6768230625894958,2005.0
514,ISR,3742.284991200002,male,0.0,0.0,-1.972699728717586,-1.5778115853547854,2010.0
515,ISR,3819.4610646000015,female,0.0,0.0,-1.972699728717586,-1.5778115853547854,2010.0
516,ITA,27584.97705250001,male,0.0,0.0,-2.7856983763630034,-2.6854683746331998,1990.0
517,ITA,29269.95410000001,female,0.0,0.0,-2.7856983763630034,-2.6854683746331998,1990.0
518,ITA,28414.12264100001,male,0.0,0.0,,-2.716756286779819,2005.0
519,ITA,30110.186952999997,female,0.0,0.0,,-2.716756286779819,2005.0
520,ITA,29045.33649,male,0.0,0.0,-4.029621537411595,-2.485813007356126,2010.0
521,ITA,30725.04844000001,female,0.0,0.0,-4.029621537411595,-2.485813007356126,2010.0
522,LUX,186.48271509999998,male,0.0,0.0,,-2.112315629800997,1990.0
523,LUX,193.96277720000003,female,0.0,0.0,,-2.112315629800997,1990.0
524,LUX,225.13334479999992,male,0.0,0.0,,,2005.0
525,LUX,230.87805239999997,female,0.0,0.0,,,2005.0
526,LUX,247.88070219999992,male,0.0,0.0,,,2010.0
527,LUX,250.94439119999993,female,0.0,0.0,,,2010.0
528,MLT,181.46953889999998,male,0.0,0.0,,-1.9933021188042612,1990.0
529,MLT,186.2394333,female,0.0,0.0,,-1.9933021188042612,1990.0
530,MLT,203.07488719999998,male,0.0,0.0,,,2005.0
531,MLT,206.4514107,female,0.0,0.0,,,2005.0
532,MLT,206.4688578,male,0.0,0.0,,,2010.0
533,MLT,209.69588399999995,female,0.0,0.0,,,2010.0
534,NLD,7381.674544900001,male,0.0,0.0,-4.029621537411595,-2.707134341368875,1990.0
535,NLD,7549.187189000001,female,0.0,0.0,-4.029621537411595,-2.707134341368875,1990.0
536,NLD,8064.606658100001,male,0.0,0.0,-2.4297794837642313,-2.571464911074574,2005.0
537,NLD,8236.876980000003,female,0.0,0.0,-2.4297794837642313,-2.571464911074574,2005.0
538,NLD,8204.811020300001,male,0.0,0.0,-2.3378036249963285,-2.475726554235692,2010.0
539,NLD,8362.658102000003,female,0.0,0.0,-2.3378036249963285,-2.475726554235692,2010.0
540,NOR,2094.7809956000006,male,0.0,0.0,,-2.473686038226128,1990.0
541,NOR,2141.480695100001,female,0.0,0.0,,-2.473686038226128,1990.0
542,NOR,2292.3729085,male,0.0,0.0,-2.3541919363568193,-2.4670833929268947,2005.0
543,NOR,2328.5192239000007,female,0.0,0.0,-2.3541919363568193,-2.4670833929268947,2005.0
544,NOR,2419.024645899999,male,0.0,0.0,-2.1359222769893527,-2.380983571060008,2010.0
545,NOR,2423.6517449999997,female,0.0,0.0,-2.1359222769893527,-2.380983571060008,2010.0
546,PRT,4795.652284999997,male,0.0,0.0,,-2.3711791404774774,1990.0
547,PRT,5157.480085899999,female,0.0,0.0,,-2.3711791404774774,1990.0
548,PRT,5105.845495000006,male,0.0,0.0,-4.029621537411595,-2.738322716149174,2005.0
549,PRT,5447.130730899999,female,0.0,0.0,-4.029621537411595,-2.738322716149174,2005.0
550,PRT,5145.310935399998,male,0.0,0.0,-2.442676235506652,-2.682548611887809,2010.0
551,PRT,5485.732942699997,female,0.0,0.0,-2.442676235506652,-2.682548611887809,2010.0
552,SWE,4223.619900299999,male,0.0,0.0,,-2.655988724641395,1990.0
553,SWE,4325.737232999999,female,0.0,0.0,,-2.655988724641395,1990.0
554,SWE,4471.318616000001,male,0.0,0.0,-2.3486400420091678,-2.530073956246466,2005.0
